review,sentiment
"But I got over it. To me, it seemed that even the Author of the book favored Caroline. I felt so sorry for the character Louise, and she was constantly compared with Esau who was evil, I just felt the comparison was a bit harsh and un-realistic. Really though, the movie was bad. I wouldn't really see it unless you're ready for a big let down.",0
"My friends and I rented this from Blockbuster because we saw Nana Visitor's name on the box. This movie is a travesty I hope she negates from her CV.<br /><br />The ""plot"" was lose and flaccid, the acting was mostly dry and unbearable in some parts. The movie made no sense whatsoever. The rough plot of an alien parasite species that infects humans has been done many times by films with much better scripts than this, for example, invasion of the body-snatchers and The faculty.<br /><br />If you ever have the misfortune to come across this movie, I suggest you burn it.<br /><br />How it classes itself as a horror movie when there was no use of fear, suspense, gore, terror or any of the usual horror film techniques I don't know, however if you still find yourself wanting to watch this film I suggest you have a lot of sugar before hand, so you can find parts of it funny.",0
"This movie had a good story, but was brought down because it didn't have enough horror film elements and violence. It was like watching a live action cartoon. It would of been better if this story is what they planned from the start of the first movie so they could of played seeds for where the series was going.",0
"a movie that attempts to be far smarter than its makers are capable of producing. the movie twists and turns through miriad plot ""surprises"" at a desperate attempt to kep the audience guessing, offcourse puncturing the ""plot"" with steamy scenes they thought would help it along.<br /><br />james belushi is involved in this pseudo-intellectual attempt and just sleep walks through the movie. the same applies for the other ""actors"". the plot is quite silly and tacky. whih in itelf is not such a crime, but towards the end, the tremendous plot-twists get very tiresome and boring.<br /><br />however, the movie does manage to generate some interest in the middle. in all worth a lazy watch on a really boring day, but don't fret if you miss this one.<br /><br />a rather lame 4!",0
"It was almost unfathomable to me that this film would be a bust but I was indeed disappointed. Having been a connoisseur of Pekinpah cinema for years, I found this DVD, drastically reduced, for sale and thought it was worth a shot. The opening few credits, iconic to Pekinpah fans, has the inter-cutting between man and animal, but here we have non-diegetic ambient noise of children playing in a schoolyard while a bomb is being planted. Fantastic suspense. Then, when the perps, Caan and Duval, travel to their next mission, Duval drops the bomb on Cann that his date last night had an STD, found only by snooping through her purse while Cann was being intimate with her. The ensuing laughter is fantastic, and is clearly paid homage to in Brian Depalma's Dressed to Kill, at the short-lived expense of Angle Dickenson. The problem with The Killer Elite is that after the opening credits, the film falls flat. Even Bring Me The Head of Alfredo Garcia has stronger production value, a bold call for anyone who knows what I'm talking about. I use Pekinpah's credits as supplementary lecture material, but once they are finished, turn The Killer Elite off.",0
"The major fault in this film is that it is impossible to believe any of these people would ever be cast in a professional production of Macbeth. Hearing David Lansbury's soft voice struggling laboriously with the famous ""Tomorrow, Tomorrow, and Tomorrow"" speech made it impossible to believe anyone would ever consider him for the role. I kept believing therefore that he didn't get the part because he was a lousy actor; not because a bigger name was available. Then when we see portions of the play in rehearsal it is difficult to believe the director is not parodying things with a hopelessly miscast, misdirected travesty of actors who are unable to articulate or even understand the verse and directors who see the play through their own screwball interpretations. Sometimes directors are so anxious to have their films done (and writers think they have the ability to direct their own works)that they settle for less. This appears to be such an example.",0
"That Certain Thing is the story of a gold digger (Viola Dana) from a tenement house. Her mother uses her to take care of her two brothers, but they are a loving family. Although Dana's character has the opportunity to marry a streetcar conductor, she refuses and holds out for a millionaire. Everyone makes fun of her for her fantasy, but are surprised when one day she really does meet a millionaire, son of the owner of the popular ABC restaurant chain. The two marry hastily, but the girl's dreams of wealth are shattered when the rich father disowns his son for marrying a gold digger. However, she truly loves her new husband and the two are unexpectedly successful at making it on their own.<br /><br />A rare glimpse of movie star Viola Dana, this film is a lot of fun. Dana's role is accessible, natural, and entertaining. She displays a knack for comedy as well as an ability to do drama.<br /><br />The mechanics of the film are a lot of fun too. The camera displays sophisticated late silent techniques like mobility. The title cards are also incredibly clever.<br /><br />If you like films like My Best Girl, It, or The Patsy, you will enjoy this film.",1
"I like Fulci films, i really do and not in some boring ironic way either but i recognise that they appear hopelessly inept and garbled to lots of people.<br /><br />Conquest is where Fulci tries his hand at the epic fantasy genre and doesn't really succeed. Structurally, it's like most Fulci films you've seen. Some stuff happens, some more stuff happens and occasionally one scene might be tangentially related to another. Really it's like Conan with no sets, no script, no real actors (yes, Arnold Scharzenfartz is hardly an actor either), no budget, stupid looking dog soldiers and a bunch of gore.<br /><br />This one was a hard one to get through and i could've lived without the inch of vaseline smeared on the camera to give it that Hair Metal music video look.",0
"I've found the movie offensive for Americans which lost somebody in the towers, for American people in general. Pretending to be an homage to horrible facts happened last years, each director takes the opportunity to polemize with old facts (which have none to do with a terrorist attack), or criticize American's political behaviour, or compare different political situation as they have in own country having this nothing to do or to share with the atrocity of September 11. Shame on them.",0
"This movie has made me upset! When I think of Cat in the hat. Im thinking of cat in the hat books. You know, the one from a few years back that parents read to thier children. Well, I though that this movie would be a lot like that! But much to my suprise was nothing like the books! Insted it is more like young adult humor movie. In one part cat is talking to a gardening tool (hoe) cat talks to it like it is his hoe (agin adult humor). the naming of his car I all so though was a little untastful for a kids movie. under the rating you'll find: mild cude humor and some double-entendres. I think in short this means adult humor. I wish I could return this movie! wal-mart said they wouldn't because the movie has been opened. If you are thinking about buying this I suggest that maybe rent before you buy.",0
"I love Kristen Dunst, especially in Elizabethtown. I guess she's the kind of actress who had better not act before camera, but just be herself. She did that, and she looked so natural in Elizabethtown. In this movie, however, she did try to add in more artificial performance, especially in the first half of the film, so that she looked more like a sober editor. While in the other half, she totally set herself back in her daily track, and I just couldn't tell her to be an editor any way. Therefore, her performance is not enduring in this film. <br /><br />The film,on the whole, is attracting and inspiring. the character of Young is full and reasonable. Anyway, the film tells a big and sophisticated story. <br /><br />The only big defect is that it didn't show a turning point of the hero and heroine's love story. I am totally confused when they kiss at the end of the story, because that is rather unclear for the two persons.",1
"My, Kasi Lemmings certainly is a fair looking woman. This film is a lost gem, a dead-on satire ""mockumentary"" of the early 90's Hip Hop scene, when MC Hammer had just began to fade away into that good night. We follow the three members of the NWH as they embark upon their picaresque journey of would-be riches and fame. And like Nickolas Nickleby, at the end, they finish their journey not far from where they started, but at least a little wiser and lot less naive. This is one of the best films that no one has ever heard of, but it's the kind of film you either love or hate, a lot like ""Company Man"" in this regard. I regard this movie like the 1000 islands of upstate New York: it's a wonderful little secret you want to keep to yourself.",1
"Meet Peter Houseman, rock star genetic professor at Virgina University. When he's not ballin' on the court he's blowing minds and dropping panties in his classroom lectures. Dr. Houseman is working on a serum that would allow the body to constantly regenerate cells allowing humans to become immortal. I'd want to be immortal too if I looked like Christian Bale and got the sweet female lovin that only VU can offer. An assortment of old and ugly university professors don't care for the popular Houseman and cut off funding for his project due to lack of results. This causes Peter to use himself as the guinea pig for his serum. Much to my amazement there are side effects and he, get this, metamorphoses! into something that is embedded into our genetic DNA that has been repressed for ""millions of years"". He also beds Dr. Mike's crush Sally after a whole day of knowing her. She has a son. His name is Tommy. He is an angry little boy.<br /><br />Metamorphosis isn't a terrible movie, just not a well produced one. The whole time I watched this I couldn't get past the fact that this was filmed in 1989. The look and feel of the movie is late seventies quality at the latest. It does not help that it's packaged along with 1970's movies as Metamorphosis is part of mill creek entertainment's 50 chilling classics. There is basically no film quality difference whatsoever. The final five minutes are pure bad movie cheese that actually, for me at least, save the movie from a lower rating. Pay attention to the computer terminology such as ""cromosonic anomaly"". No wonder Peter's experiment failed. Your computer can't spell! This is worthy of a view followed by a trip to your local tavern.",0
"Literally every aspect of this science-fiction low-budget flick falls under the categories that have been classified for its predecessors, contemporaries, and those to follow. Bad special effects, a weak storyline, ridiculous amounts of blood and gore, annoying and pointless characters, all that you can expect. ""Attack of the Sabretooth"" is about a new vacation resort where the proprietors are genetically engineering Smilodon cats for an attraction. The cats escape and begin to kill people, the guy running the show wants to save them and not warn the unsuspecting visitors about them, and there is a band of visitors and some employees who rebel and plan to kill the cats.<br /><br />Special effects-wise, the film is about an average achievement given its budget. The sabretooths are portrayed through poor CGI. Amazingly, though, the cats look more realistic in an up-close, detailed shot rather than the longer, more distant shots where the CGI is better concealed. Their attacks are recklessly bloody and distasteful. Just as you'd expect, they attack, rip off some arms and legs, and leave very little behind. This is part of the reason why the film descends into poor schlock.<br /><br />The plot and characters are just as horrendous. We have some college kids who come to the island and they plan a scavenger hunt. And take it very, VERY seriously. Even so much as to trespass on private property, tamper with security systems, and steal. Why are they taking a simple game so seriously? Did I miss something? Was there money involved? Or were they sent to do it? I don't know, I could barely follow the film. But it seemed to me like they were just doing it for the fun of doing it. Even so, they went too far for normal.<br /><br />""Attack of the Sabretooth"" is a very poor film. Even for a low-budget sci-fi flick, it is a very poor and cheap example. It will bore most viewers to tears, might be attractive for some, and will make you chuckle and laugh all the way through. And keep in mind, this is not a comedy, this is a cheap horror flick, so it's not suppose to be comical.",0
"This Documentary (Now available free on Video.Google.Com) is a fantastic demonstration of the power of ordinary people to overcome injustice. Everyone must see this.<br /><br />Chavez was elected in a landslide vote in 1998. His platform was to divert the fantastic oil wealth from the 20% middle class to the 80% poor. He banned foreign drift net fishing in Venezuelan waters. He sent 10,000 Cuban doctors to the slums to treat the sick for free. He wiped out illiteracy and set up new free Universities. <br /><br />But it was his 30% tax on oil company profits that got him in trouble with the Bush administration. In 2002, while Irish film makers Kim Bartley and Donnacha O'Briain were interviewing Chavez inside the Presidential Palace about his social programs, a CIA backed coup was launched. With the cameras rolling, Chavez was captured and flown out of the country. It was announced on national TV that he had 'resigned'.<br /><br />But the poor of Venezuela didn't believe the media. They went to the Palace in their millions and demanded that Chavez be returned. In the face of such overwhelming numbers, the military turned on the coup leaders and the plotters fled to the US. Chavez was rescued by military helicopter and returned to jubilation.",1
"OK, I overrated it just a bit to offset at least one of those grumpy reviews. But I did enjoy it. I didn't laugh out loud, but it held my interest and pulled me along without dropping me at any point. The story built. Yeah, you knew it would have an happy ending--this genre always does. Meantime, it was quirky with sight gags you could miss, so pay attention when you watch. Stiller and Black delivered expertly yet again. Good team. They should work together more. Don't know that it will be a cult classic, but it was certainly a fun ride. Not as good as WHAT ABOUT BOB, or DIRTY ROTTEN SCOUNDRELS but what is? It is still worth going out of your way a little to get and watch this movie.",1
"A simple comment...<br /><br />What can I say... this is a wonderful film that I can watch over and over. It is definitely one of the top ten comedies made. With a great cast, Jack Lemmon and Walter Matthau wording a perfect script by Neil Simon, based on his play.<br /><br />It is real to life situation done perfectly. If you have digital cable, one gets the menu on bottom of screen to give what is on. It usually gives this film ***% stars but in reality it deserves **** stars. If you really watch this film, one can tell that it will be as funny and fresh a hundred years from now.",1
"A good cast is appallingly wasted in this slower than molasses and haphazardly connived comedy. Peter Ustinov tries hard here to bring something to life but the result is a dour bore that misses all the right beats that might have made it watchable. Regardless of the favorable comments here, this film is awful. Badly directed. Badly edited. Badly acted. Badly written. You need to sit through a hundred movies to come across one this bad.<br /><br />The muddled and excruciatingly laggard plot concerns Ustinov conning his way into an American insurance company in order to hack their computer and embezzle millions of pounds. How he does it is beyond lameness and credibility (he just learns his computer skills seemingly overnight by reading some pamphlets, and hoodwinks computer expert Robert Morley into going to South America and stealing his identity).<br /><br />As a side plot, Ustinov romances fellow loner Maggie Smith, who just happens to become his secretary by chance after he gets a flat in her building. She ends up sharing scenes that have sexual undertones with Bob Newhart that go nowhere, while Ustinov goes about grafting the money bit by bit and trying to keep one step ahead of Newhart and Karl Malden. Then he Marries Smith and they fly off to Brazil, which has become the staple finale of almost every British caper comedy since (Nuns on the Run? A Fish Called Wanda?)<br /><br />The surprise twist of an ending is more laughable than everything that came before. By the end I was thinking I must be truly off my rocker to stick out drivel like this. Even a cameo by Cesar Romero didn't help it. One of the most unfunny, poorly paced 'comedies' I've ever seen, and certainly the worst caper. Don't waste your time. If you love this you need to see better films.",0
I always look forward to this movie when its on TV. Have to get the DVD I guess. The range of different types of people is great. It says to me that anyone can be a dancer if they try hard enough. My favorite character must be Mr.Aoki. He is so quirky but so full of emotions. It is a perfect movie with wonderful dancing. Unfortunately we never get the chance to see them go to Blackpool. Would make for the perfect sequel if they had. But I guess it leaves it to your imagination to what could of happened.<br /><br />A very simple and innocent story. He stays loyal to his wife and daughter.<br /><br />I haven't seen the Hollywood remake. Not sure if I want to. I don't really enjoy Jennifer Lopez. I think Richard Gere more matches the original than Lopez. I have a feeling that the remake is not as simple and innocent.,1
"The Cure is an amazing film...So suspenseful and just so REAL! I was lucky enough to catch a screening of 'The Cure' at it's NYC premiere and it completely blew me away! I also heard it won an award from that particular festival, and it definitely deserved it. The first thing that struck out at me was the cinematography. Eric Giovon did an amazing job. The shooting style of the love scene halfway into the film was amazing. A love scene was necessary in this film, and Jafri got the point across but also kept the scene tasteful. Giovon and Jafri make an excellent creative team and they should definitely work together on future projects. Judy Maier's narration was so surreal but simultaneously heart wrenching, it made me feel what the main character felt. I'm a very tough critic but i must say The Cure is one of my favorite films..JUST LOVE IT! If you haven't seen it yet, check it out!",1
"this was a fabulous adaptation of Jane Eyre. the only problem i had with it was that i didn't like Zelah Clarke. i thought she was too old and made Jane seem much to timid. in the book Jane seemed like a much stronger character. i was really annoyed by this portrayal of her. the part where it's the morning after Rochester asks her to marry him and she runs up to him and hugs him always makes me laugh. i think they made a bad choice in casting her. but Dalton was absolutely wonderful as Rochester. he makes this version of Jane Eyre worth seeing. another thing that made this version not quite 100% was the quality of film. i know it was made in the eighties for TV. if it had been a feature film, and better quality, it would have been perfect. my main complaint however, is that Zelah Clarke was definitely too old.",1
"LE GRAND VOYAGE is a gentle miracle of a film, a work made more profound because of its understated script by writer/director Ismaël Ferroukhi who allows the natural scenery of this 'road trip' story and the sophisticated acting of the stars Nicolas Cazalé and Mohamed Majd to carry the emotional impact of the film. Ferroukhi's vision is very capably enhanced by the cinematography of Katell Djian (a sensitive mixture of travelogue vistas of horizons and tightly photographed duets between characters) and the musical score by Fowzi Guerdjou who manages to maintain some beautiful themes throughout the film while paying homage to the many local musical variations from the numerous countries the film surveys. <br /><br />Reda (Nicolas Cazalé) lives with his Muslim family in Southern France, a young student with a Western girlfriend who does not seem to be following the religious direction of his heritage. His elderly father (Mohamed Majd) has decided his time has come to make his Hadj to Mecca, and being unable to drive, requests the reluctant Reda to forsake his personal needs to drive him to his ultimate religious obligation. The two set out in a fragile automobile to travel through France, into Italy, and on through Bulgaria, Croatia, Slovenia, and Turkey to Saudi Arabia. Along the trip Reda pleads with his father to visit some of the interesting sights, but his father remains focused on the purpose of the journey and Reda is irritably left to struggle with his father's demands. On their pilgrimage they encounter an old woman (Ghina Ognianova) who attaches herself to the two men and must eventually be deserted by Reda, a Turkish man Mustapha (Jacky Nercessian) who promises to guide the father/son duo but instead brings about a schism by getting Reda drunk in a bar and disappearing, and countless border patrol guards and custom agents who delay their progress for various reasons. Tensions between father and son mount: Reda cannot understand the importance of this pilgrimage so fraught with trials and mishaps, and the father cannot comprehend Reda's insensitivity to the father's religious beliefs and needs. At last they reach Mecca where they are surrounded by hoards of pilgrims from all around the world and the sensation of trip's significance is overwhelming to Reda. The manner in which the story comes to a close is touching and rich with meaning. It has taken a religious pilgrimage to restore the gap between youth and old age, between son and father, and between defiance and acceptance of religious values. <br /><br />The visual impact of this film is extraordinary - all the more so because it feels as though the camera just 'happens' to catch the beauty of the many stopping points along the way without the need to enhance them with special effects. Nicolas Cazalé is a superb actor (be sure to see his most recent and currently showing film 'The Grocer's Son') and it is his carefully nuanced role that brings the magic to this film. Another fine film from The Film Movement, this is a tender story brilliantly told. Highly recommended. <br /><br />Grady Harp",1
"I have been waiting for this movie a long time. Especially because Juhi Chawla is in this, she's a great actress.<br /><br />This movie contains six stories. It's a new concept flew over from Hollywood. So it's not a new item.<br /><br />1. Khamini (priyanka chopra) is a dancer. She wants to get famous and makes up a boyfriend to let news reporters be interested in her. But then Rahul (Salman Khan) appears and he claims to be her boyfriend.<br /><br />Priyanka Chopra is still not a good actress. When she yells, I get annoyed. Salman khan cannot play comic roles. But in his serious parts he is marvelous.<br /><br />2. Vinay (Anil Kapoor) is married to Seema (Juhi Chawla). He gets in a midlife crisis and gets attracted to a much younger woman, with forgetting what he really has in life; his wife and kids.<br /><br />Anil kapoor en Juhi are natural born actors / actresses. They are great. But this story is to thin for them.<br /><br />3. Shiven (Akshaye Khanna) is going to get married to Gia (Ayesha Takia), but he gets cold feet and blows the wedding off.<br /><br />4. Ashutosh (Joh Abraham) is married to Tehzeeb (Vidya Balan). She gets an accident and suffers a memory loss. Now she doesn't know that she loves her husband anymore.<br /><br />5. Raju (Govinda) is a cab driver. He meets Stephani (Shannon Esrechowitz) who is a white woman who is in love with an Indian male but he is about to get married with an Indian woman. Raju has to bring Staphani to that man, but falls in love with her.<br /><br />I never liked Govinda's movies. He is very annoying, not funny. But in this movie I liked him very much, like he has been growing up the last years.<br /><br />6. Oh yes! There is Sohail Khan! He plays Ram Dayal who is just married to Phoolwati (Isha Koppikar). He want to get some serious action with her, but every time her family comes in between.<br /><br />Sohail Khan is not a handsome actor, but he is funny! I like his movies.<br /><br />Now here's the problem. All these stories aren't interesting. To make one story from six not interesting stories does not make the whole movie interesting! Here and there the stories touch each other, but is not significant for the characters.<br /><br />My conclusion; Priyanka cannot act! Loose that woman in the bollywood industry. Sohail Khan should make more movies, this role for him was too small. Salman Khan cannot act comic roles, but real serious movies. That's written on his life as an actor. This movie sucks, and is a waste of a cast of good actors and actresses like Anil Kapoor, Juhi Chawla, Akshaya Khanna and John Abraham.<br /><br />It's just like you have the ability to make a movie with Amitabh Bachchan, and you only let him sing a lullaby.",0
"This was just another marvelous film of the Berlin Festival. But unlike ""Yes"", by Sally Potter, which I had seen some days before, where after leaving the cinema I felt a strong desire of wishing to embrace the whole world and was just happy to be alive, this time quite the opposite thing happened: there was something that dragged me down, and the air suddenly felt cold and hard to breathe. It was as if, all of a sudden, there was nothing left, all hope, all future had been taken away to a dead place.<br /><br />Nina's life seemed to be dismal and locked, but then, one lovely day, there appears that kind of luminosity that opens up the horizon and makes her believe in the fulfillment of her dreams. There was nobody at her side but suddenly she finds a companion, just out of nothing, someone who was able to share the most hidden feelings of her life. That person was Toni, a vagabond girl who does not seem to have any roots, just like herself.<br /><br />But the film's title is ""Ghosts"", and ghosts appear and disappear as they wish, there is no way to retain them Ghosts also represent the hidden fantasies of people, strange ideas that occupy your mind and are only perceived by yourself, hiding away from all other people. Françoise, a French woman, is a victim of such ghosts. She once lost her child daughter in Berlin, who apparently had been robbed from her in a supermarket, in just one moment of inattentiveness. Now time has passed, and Françoise is back in Berlin, still looking for the missing child.<br /><br />Nina could be that child, after all she has got that same scar at her ankle and the heart-shaped birthmark between her shoulder blades which seems to prove her true identity.<br /><br />And Nina adopts that idea, after all she is not only in desperate need of a companion, she also longs for a mother. But in the end she is empty-handed, Toni has disappeared with a man, and her supposed mum turns out to be a sick woman. ""Marie is dead,"" concludes Françoise's husband, and the statement could not be more disillusioning. Nina is just a ""niña"", a girl without name, there is no hope for any divine fulfillment. There is no Marie in this world to accompany our lonely lives. Therefore, in the end, we see Nina all alone, about to walk along the road that has opened up before her, into a future that seems joyless and uncertain.",1
"This film is so unbelievable; - the whole premise is bunkum; the fact that a serial killer (vampire or otherwise) could fly around untraced and kill as many people as the film implies is laughable. The vampire himself would not look out of place in a Bela Lugosi film. Most of the acting is so wooden the actors should be treated for dry rot. I await the day when someone makes a decent film from a Steven King novel (with the exception, possibly, of Stand by Me). This film suffers from what most Stephen King films do - lack of money used for the ""special"" effects, poor actors, appalling characterisation and dialogue. This film is cheap, tacky and fails in everything it tries to do.",0
"In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case. The movie tries to be funny, and tries to make a story about abductions and more but it never works. The movie is far from funny, and the story is ridiculous. I voted 1/10",0
"That's right. The movie is better than the book. Don't get me wrong, I love the book. But the movie is just so much better. This film has Jack Nicholson and Shelly Duvall at their best. (I haven't seen Scatman Crothers and obviously Danny Lloyd in anything else.) Some of the ideas used in this movie are better than the ones used in the book. But I already talked about those in my comment on the mini series. But, I missed a few. The film is shot at a better location than where the mini series was shot. And the REDRUM scenes are creepier than those in the book. So if you're looking for a great movie, get Stanley Kubrick's The Shining. But count on having nightmares every night for 3 weeks",1
"My comment is limited generally to the first season, 1959-60.<br /><br />This superb series was one of the first to be televised in color, and it was highly influential in persuading Americans that they had to buy a color television set, which was about $800 in 1959, the equivalent of more than $3,000 today. How many of us would pay that much for the privilege of watching a show transmitted by a cathode ray picture tube on a 17-inch screen? I was eleven when the series began, and I watched it from the beginning.<br /><br />Watching it now, 50 years later, several things come to mind. First, many of the story lines involve the Comstock Lode and the heyday of silver mining, which dates to 1859. For 1859, the weapons and clothes are, for the most part, not authentic. (The haircuts are left out of the discussion.) That's basically a nitpick.<br /><br />And, it would have been impossible for Ben to have arrived in the Lake Tahoe area in 1839 and to have amassed a 100-square mile ranch in the next twenty years. Pioneers were still trying to solve the Sierra Nevada problem as late as 1847, and the Gold Rush did not even begin until two years later.<br /><br />Indians are not played by Native American actors. John Ford was using Native American actors in the 1920s. The Bonanza producers could have easily done so thirty years later. That is a major nitpick for me.<br /><br />There are other time-line problems. In Season 1, Mark Twain appears, and he is depicted as a middle-aged man. Mark Twain was 24 years-old in 1859. The stories also vacillate between 1859-1860 (pre-Civil War) and what was more suitable for an 1880 time-frame. There are continuity problems, over and over.<br /><br />It is somewhat off-putting, too, that there is so much killing in the first season. In time, the killing was reduced.<br /><br />Many of the episodes take a socially liberal slant, which would be hard to believe, given the time-line, but give the writers credit for anticipating the seismic shifts in the Nation's attitudes beginning in the 1960s.<br /><br />Having said all that, the acting is good, and I have come to conclude in my latter years that Adam's character was drawn better than any other's. I don't think Pernell Roberts ever got the credit he deserved. Also, Season 1 reinforces the fact that Dan Blocker (Hoss) was a good actor.<br /><br />Many of the stories trace real historical events. The guest stars were interesting.<br /><br />This was great family entertainment, and the series stands up very well by any measure.",1
"Moon Child, starring Japanese rockers Hyde and Gackt, was a better movie then I expected. In fact, I was very impressed and it immediately became one of my favorite movies.<br /><br />Set in Mallepa, the story follows a group of street orphans, Sho, Sho's brother Shinji, and Toshi who rob and murder to make a living. On one of robberies, Sho encounters Hyde's Kei vampire burning in the sunlight. Through the coarse of events Kei's true nature is shown, yet no one shuns him away.<br /><br />The time passes and implies that the immortal, never-changing Kei has raised Sho, and the two have a an extremely close bond. Sho and Kei then encounter Son in an outrageous gun fight, and they become quick friends. Both Kei and Hyde fall in love with Son's sister, Yi-Che.<br /><br />Time skips ahead again and shows a grown Sho, this time void of Kei. It also explains that Sho and Son have become enemies.<br /><br />Through tragedy after tragedy this movie dives into the reality of life and all it's hardships, focusing on friendship and love. It is a truly touching movie that is sad yet beautiful at the same time.<br /><br />As for the acting, I think Gackt did a magnificent job. Hyde did an amazing job for a first timer.<br /><br />The shots were beautiful, but the movie did have it's rare and short gruesome shots.<br /><br />All in all, I must say this movie is amazing, moving, and I highly recommend it.",1
"I'm a huge fan of war movies, and, as a Vietnam combat vet, have some experience with the technical details. I worked with the bomb guys more than once and have nothing but respect for them. Other vets, and Iraq vets in particular, have summarized the inaccuracies in this movie very well. Poetic license is one thing, but this movie is a complete fantasy, and fails badly because of it. No bomb disposal unit, or any unit, would ever have tolerated this rogue operator for more than 5 minutes. Military units prize conformity and discipline for a reason;it saves lives. The opening scene particularly annoyed me. The guy with the cell phone would have been shot immediately. Yelling, ""Stop dialing"" is not an effective deterrent. It got worse from there. The scenes with the sniper were particularly egregious. As others have noted, your average EOD guy doesn't know jack about being a sniper, and to think any Arab sniper is that good really stretches the imagination. Kidnapping an Arab businessman for some form of personal revenge just wouldn't happen. Somebody might shoot him, but this kind of risk-taking is limited to the movies. I could go on, but, as I said, others have pointed these things out in detail. This is not a good movie, and if it wins any awards at all, it's a further reflection of why ""La La land"" is so named.",0
"I just saw ""Valentine"" and I have to say that it was the best slasher movie that I've seen in years. Unlike the recent trend of 90's horror flicks, this movie is more concerned with being eerie than it is with being self-mocking. For those out there that hated ""Scream,"" there is not one reference to ""the horror rules"" in this movie (even though the old slasher movie rules do apply here). <br /><br />This is the perfect blend of 80's and 90's horror. You get the style, cinematography, and good acting of 90's films and the stalking-slasher madness of an 80's flick. I guess the year 2001 is going to finally give horror fans the kind of movies they were longing for. This is definitely a move in the right direction.<br /><br />Denise Richards stands out here as a fun character. You can tell she liked her role, and that makes her stand out. I loved her in this movie.",1
"I thought Rachel York was fantastic as ""Lucy."" I have seen her in ""Kiss Me, Kate"" and ""Victor/Victoria,"" as well, and in each of these performances she has developed very different, and very real, characterizations. She is a chameleon who can play (and sing) anything!<br /><br />I am very surprised at how many negative reviews appear here regarding Rachel's performance in ""Lucy."" Even some bonafide TV and entertainment critics seem to have missed the point of her portrayal. So many people have focused on the fact that Rachel doesn't really look like Lucy. My response to that is, ""So what?"" I wasn't looking for a superficial impersonation of Lucy. I wanted to know more about the real woman behind the clown. And Rachel certainly gave us that, in great depth. I also didn't want to see someone simply ""doing"" classic Lucy routines. Therefore I was very pleased with the decision by the producers and director to have Rachel portray Lucy in rehearsal for the most memorable of these skits - Vitameatavegamin and The Candy Factory. (It seems that some of the reviewers didn't realize that these two scenes were meant to be rehearsal sequences and not the actual skits). This approach, I thought, gave an innovative twist to sketches that so many of us know by heart. I also thought Rachel was terrifically fresh and funny in these scenes. And she absolutely nailed the routines that were recreated - the Professor and the Grape Stomping, in particular. There was one moment in the Grape scene where the corner of Rachel's mouth had the exact little upturn that I remember Lucy having. I couldn't believe she was able to capture that - and so naturally.<br /><br />I wonder if many of the folks who criticized the performance were expecting to see the Lucille Ball of ""I Love Lucy"" throughout the entire movie. After all, those of us who came to know her only through TV would not have any idea what Lucy was really like in her early movie years. I think Rachel showed a natural progression in the character that was brilliant. She planted all the right seeds for us to see the clown just waiting to emerge, given the right set of circumstances. Lucy didn't fit the mold of the old studio system. In her frustrated attempts to become the stereotypical movie star of that era, she kept repressing what would prove to be her ultimate gifts.<br /><br />I believe that Rachel deftly captured the comedy, drama, wit, sadness, anger, passion, love, ambition, loyalty, sexiness, self absorption, childishness, and stoicism all rolled into one complex American icon. And she did it with an authenticity and freshness that was totally endearing. ""Lucy"" was a star turn for Rachel York. I hope it brings a flood of great roles her way in the future. I also hope it brings her an Emmy.",1
"Bad Actors, bad filming, choppy dialog, shallow characters, but then again it was a bad premise in the first place. Basically, an 11 year old who is bullied because he has very little money is given a blank check by a moronic criminal. Of course, the 11 year old happens to possess enough technology and intelligence to purchase a house, cash a check for 1,000,000 dollars, and even foil three bumbling idiots, reminiscent of the three stooges. <br /><br />Preston Blake is an annoying, obnoxious, boy, who decides that, when written a blank check by a complete stranger, he will take advantage of the situation as best as he can. In other words, he wanders into a bank, <br /><br />hands a teller a check he makes in his printer, and miraculously walks out with a million bucks in cash. Preston is also apparently capable of reaching incredible speeds on his bicycle, due to the fact that a man driving a Jaguar after Preston and his 10-speed could not catch him, even when Preston jumped a row of cars.<br /><br />Of course, with every hokey adventure movie, there has to be hot heroine. In this case our hot heroine is a child molesting FBI agent who dates the eleven year old Preston, and promises another date when he turns 17. <br /><br />However, the absolute worst aspect of this film was not its casting, nor its sloppy dialog, such as ""The only other way I could think of skinning a cat is to stick a hose up it's butt and then pick up the fur"". It was, rather, the entire fact that nobody in the entire film seemed to realize that the FBI does not give a damn about random people . What I have failed to explain is that Preston uses the alias ""Macintosh"" to masquerade as an entrepreneur of sorts. Of course, the FBI finds this intriguing and sends our young heroine after Preston, who uses his 11-year old wit to first scream when lobsters fall on his face, then treat her to hamburgers, finishing with a ridiculous romp through a cemented area where water jettison's from the ground. Our heroine fails to realize during this whole adventure that the criminal the FBI is pursuing is slipping and sliding right behind the two, as they make their way to Preston's limousine, complete with a 1-dimensional driver who never fails to provide cheap, 3rd rate laughs that the whole family can choke on.<br /><br />Overall: 1/10 is incredibly gracious for this film. I don't see how it only has a 4.4/10.",0
